#abgabe.csv
#Jakob
#Plangger
#12418810
group,number,graphname,n_vertices,n_edges,duration,studentDfvsLen,studentDfvs,goodDfvsLen
h3,147914,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147915,acyc_0300-15.txt,300,4478,1200,0,,0
h3,147916,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147917,acyc_0300-15.txt,300,4478,1200,0,,0
h3,147918,acyc_0300-15.txt,300,4478,1600,0,,0
h3,147919,acyc_0300-15.txt,300,4478,1400,0,,0
h3,147920,acyc_0300-15.txt,300,4478,1200,0,,0
h3,147921,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147922,acyc_0300-15.txt,300,4478,900,0,,0
h3,147923,acyc_0300-15.txt,300,4478,900,0,,0
h3,147924,acyc_0300-15.txt,300,4478,1000,0,,0
h3,147925,acyc_0300-15.txt,300,4478,1200,0,,0
h3,147926,acyc_0300-15.txt,300,4478,1300,0,,0
h3,147927,acyc_0300-15.txt,300,4478,1000,0,,0
h3,147928,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147929,acyc_0300-15.txt,300,4478,1000,0,,0
h3,147930,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147931,acyc_0300-15.txt,300,4478,800,0,,0
h3,147932,acyc_0300-15.txt,300,4478,800,0,,0
h3,147933,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147934,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147935,acyc_0300-15.txt,300,4478,1400,0,,0
h3,147936,acyc_0300-15.txt,300,4478,1000,0,,0
h3,147937,acyc_0300-15.txt,300,4478,500,0,,0
h3,147938,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147939,acyc_0300-15.txt,300,4478,600,0,,0
h3,147940,acyc_0300-15.txt,300,4478,900,0,,0
h3,147941,acyc_0300-15.txt,300,4478,600,0,,0
h3,147942,acyc_0300-15.txt,300,4478,800,0,,0
h3,147943,acyc_0300-15.txt,300,4478,600,0,,0
h3,147944,acyc_0300-15.txt,300,4478,600,0,,0
h3,147945,acyc_0300-15.txt,300,4478,900,0,,0
h3,147946,acyc_0300-15.txt,300,4478,900,0,,0
h3,147947,acyc_0300-15.txt,300,4478,600,0,,0
h3,147948,acyc_0300-15.txt,300,4478,500,0,,0
h3,147949,acyc_0300-15.txt,300,4478,800,0,,0
h3,147950,acyc_0300-15.txt,300,4478,700,0,,0
h3,147951,acyc_0300-15.txt,300,4478,500,0,,0
h3,147952,acyc_0300-15.txt,300,4478,900,0,,0
h3,147953,acyc_0300-15.txt,300,4478,500,0,,0
h3,147954,acyc_0300-15.txt,300,4478,800,0,,0
h3,147955,acyc_0300-15.txt,300,4478,800,0,,0
h3,147956,acyc_0300-15.txt,300,4478,800,0,,0
h3,147957,acyc_0300-15.txt,300,4478,700,0,,0
h3,147958,acyc_0300-15.txt,300,4478,1000,0,,0
h3,147959,acyc_0300-15.txt,300,4478,700,0,,0
h3,147960,acyc_0300-15.txt,300,4478,700,0,,0
h3,147961,acyc_0300-15.txt,300,4478,900,0,,0
h3,147962,acyc_0300-15.txt,300,4478,600,0,,0
h3,147963,acyc_0300-15.txt,300,4478,700,0,,0
h3,147964,acyc_0300-15.txt,300,4478,800,0,,0
h3,147965,acyc_0300-15.txt,300,4478,600,0,,0
h3,147966,acyc_0300-15.txt,300,4478,1800,0,,0
h3,147967,acyc_0300-15.txt,300,4478,1700,0,,0
h3,147968,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147969,acyc_0300-15.txt,300,4478,700,0,,0
h3,147970,acyc_0300-15.txt,300,4478,600,0,,0
h3,147971,acyc_0300-15.txt,300,4478,800,0,,0
h3,147972,acyc_0300-15.txt,300,4478,1100,0,,0
h3,147973,acyc_0300-15.txt,300,4478,700,0,,0
h3,147974,acyc_0300-15.txt,300,4478,700,0,,0
h3,147975,acyc_0300-15.txt,300,4478,600,0,,0
h3,147976,acyc_0300-15.txt,300,4478,600,0,,0
h3,147977,acyc_0300-15.txt,300,4478,600,0,,0
h3,147978,acyc_0300-15.txt,300,4478,500,0,,0
h3,147979,acyc_0300-15.txt,300,4478,500,0,,0
h3,147980,acyc_0300-15.txt,300,4478,400,0,,0
h3,147981,acyc_0300-15.txt,300,4478,400,0,,0
h3,147982,acyc_0300-15.txt,300,4478,500,0,,0
h3,147983,acyc_0300-15.txt,300,4478,400,0,,0
h3,147984,acyc_0300-15.txt,300,4478,400,0,,0
h3,147985,acyc_0300-15.txt,300,4478,500,0,,0
h3,147986,acyc_0300-15.txt,300,4478,700,0,,0
h3,147987,acyc_0300-15.txt,300,4478,900,0,,0
h3,147988,acyc_0300-15.txt,300,4478,300,0,,0
h3,147989,acyc_0300-15.txt,300,4478,600,0,,0
h3,147990,acyc_0300-15.txt,300,4478,500,0,,0
h3,147991,acyc_0300-15.txt,300,4478,300,0,,0
h3,147992,acyc_0300-15.txt,300,4478,700,0,,0
h3,147993,acyc_0300-15.txt,300,4478,500,0,,0
h3,147994,acyc_0300-15.txt,300,4478,300,0,,0
h3,147995,acyc_0300-15.txt,300,4478,400,0,,0
h3,147996,acyc_0300-15.txt,300,4478,600,0,,0
h3,147997,acyc_0300-15.txt,300,4478,300,0,,0
h3,147998,acyc_0300-15.txt,300,4478,400,0,,0
h3,147999,acyc_0300-15.txt,300,4478,400,0,,0
h3,148000,acyc_0300-15.txt,300,4478,400,0,,0
h3,148001,acyc_0300-15.txt,300,4478,500,0,,0
h3,148002,acyc_0300-15.txt,300,4478,500,0,,0
h3,148003,acyc_0300-15.txt,300,4478,500,0,,0
h3,148004,acyc_0300-15.txt,300,4478,400,0,,0
h3,148005,acyc_0300-15.txt,300,4478,600,0,,0
h3,148006,acyc_0300-15.txt,300,4478,500,0,,0
h3,148007,acyc_0300-15.txt,300,4478,700,0,,0
h3,148008,acyc_0300-15.txt,300,4478,500,0,,0
h3,148009,acyc_0300-15.txt,300,4478,600,0,,0
h3,148010,acyc_0300-15.txt,300,4478,600,0,,0
h3,148011,acyc_0300-15.txt,300,4478,400,0,,0
h3,148012,acyc_0300-15.txt,300,4478,400,0,,0
h3,148013,acyc_0300-15.txt,300,4478,600,0,,0
h3,148014,acyc_0300-15.txt,300,4478,400,0,,0
h3,148015,acyc_0300-15.txt,300,4478,600,0,,0
h3,148016,acyc_0300-15.txt,300,4478,500,0,,0
h3,148017,acyc_0300-15.txt,300,4478,400,0,,0
h3,148018,acyc_0300-15.txt,300,4478,400,0,,0
h3,148019,acyc_0300-15.txt,300,4478,600,0,,0
h3,148020,acyc_0300-15.txt,300,4478,300,0,,0
h3,148021,acyc_0300-15.txt,300,4478,700,0,,0
h3,148022,acyc_0300-15.txt,300,4478,400,0,,0
h3,148023,acyc_0300-15.txt,300,4478,500,0,,0
h3,148024,acyc_0300-15.txt,300,4478,400,0,,0
h3,148025,acyc_0300-15.txt,300,4478,500,0,,0
h3,148026,acyc_0300-15.txt,300,4478,300,0,,0
h3,148027,acyc_0300-15.txt,300,4478,300,0,,0
h3,148028,acyc_0300-15.txt,300,4478,300,0,,0
h3,148029,acyc_0300-15.txt,300,4478,500,0,,0
h3,148030,acyc_0300-15.txt,300,4478,400,0,,0
h3,148031,acyc_0300-15.txt,300,4478,400,0,,0
h3,148032,acyc_0300-15.txt,300,4478,400,0,,0
h3,148033,acyc_0300-15.txt,300,4478,700,0,,0
h3,148034,acyc_0300-15.txt,300,4478,500,0,,0
h3,148035,acyc_0300-15.txt,300,4478,600,0,,0
h3,148036,acyc_0300-15.txt,300,4478,700,0,,0
h3,148037,acyc_0300-15.txt,300,4478,700,0,,0
h3,148038,acyc_0300-15.txt,300,4478,700,0,,0
h3,148039,acyc_0300-15.txt,300,4478,700,0,,0
h3,148040,acyc_0300-15.txt,300,4478,1100,0,,0
h3,148041,acyc_0300-15.txt,300,4478,500,0,,0
h3,148042,acyc_0300-15.txt,300,4478,400,0,,0
h3,148043,acyc_0300-15.txt,300,4478,900,0,,0
h3,148044,acyc_0300-15.txt,300,4478,800,0,,0
h3,148045,acyc_0300-15.txt,300,4478,1100,0,,0
h3,148046,acyc_0300-15.txt,300,4478,400,0,,0
h3,148047,acyc_0300-15.txt,300,4478,600,0,,0
h3,148048,acyc_0300-15.txt,300,4478,300,0,,0
h3,148049,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148050,acyc_0300-15.txt,300,4478,600,0,,0
h3,148051,acyc_0300-15.txt,300,4478,400,0,,0
h3,148052,acyc_0300-15.txt,300,4478,700,0,,0
h3,148053,acyc_0300-15.txt,300,4478,700,0,,0
h3,148054,acyc_0300-15.txt,300,4478,800,0,,0
h3,148055,acyc_0300-15.txt,300,4478,700,0,,0
h3,148056,acyc_0300-15.txt,300,4478,700,0,,0
h3,148057,acyc_0300-15.txt,300,4478,500,0,,0
h3,148058,acyc_0300-15.txt,300,4478,600,0,,0
h3,148059,acyc_0300-15.txt,300,4478,600,0,,0
h3,148060,acyc_0300-15.txt,300,4478,700,0,,0
h3,148061,acyc_0300-15.txt,300,4478,500,0,,0
h3,148062,acyc_0300-15.txt,300,4478,1100,0,,0
h3,148063,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148064,acyc_0300-15.txt,300,4478,500,0,,0
h3,148065,acyc_0300-15.txt,300,4478,900,0,,0
h3,148066,acyc_0300-15.txt,300,4478,500,0,,0
h3,148067,acyc_0300-15.txt,300,4478,800,0,,0
h3,148068,acyc_0300-15.txt,300,4478,700,0,,0
h3,148069,acyc_0300-15.txt,300,4478,900,0,,0
h3,148070,acyc_0300-15.txt,300,4478,600,0,,0
h3,148071,acyc_0300-15.txt,300,4478,600,0,,0
h3,148072,acyc_0300-15.txt,300,4478,500,0,,0
h3,148073,acyc_0300-15.txt,300,4478,600,0,,0
h3,148074,acyc_0300-15.txt,300,4478,600,0,,0
h3,148075,acyc_0300-15.txt,300,4478,600,0,,0
h3,148076,acyc_0300-15.txt,300,4478,400,0,,0
h3,148077,acyc_0300-15.txt,300,4478,600,0,,0
h3,148078,acyc_0300-15.txt,300,4478,700,0,,0
h3,148079,acyc_0300-15.txt,300,4478,600,0,,0
h3,148080,acyc_0300-15.txt,300,4478,3600,0,,0
h3,148081,acyc_0300-15.txt,300,4478,1500,0,,0
h3,148082,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148083,acyc_0300-15.txt,300,4478,1400,0,,0
h3,148084,acyc_0300-15.txt,300,4478,1400,0,,0
h3,148085,acyc_0300-15.txt,300,4478,1100,0,,0
h3,148086,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148087,acyc_0300-15.txt,300,4478,1400,0,,0
h3,148088,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148089,acyc_0300-15.txt,300,4478,700,0,,0
h3,148090,acyc_0300-15.txt,300,4478,900,0,,0
h3,148091,acyc_0300-15.txt,300,4478,800,0,,0
h3,148092,acyc_0300-15.txt,300,4478,800,0,,0
h3,148093,acyc_0300-15.txt,300,4478,800,0,,0
h3,148094,acyc_0300-15.txt,300,4478,900,0,,0
h3,148095,acyc_0300-15.txt,300,4478,800,0,,0
h3,148096,acyc_0300-15.txt,300,4478,900,0,,0
h3,148097,acyc_0300-15.txt,300,4478,700,0,,0
h3,148098,acyc_0300-15.txt,300,4478,900,0,,0
h3,148099,acyc_0300-15.txt,300,4478,900,0,,0
h3,148100,acyc_0300-15.txt,300,4478,700,0,,0
h3,148101,acyc_0300-15.txt,300,4478,800,0,,0
h3,148102,acyc_0300-15.txt,300,4478,900,0,,0
h3,148103,acyc_0300-15.txt,300,4478,700,0,,0
h3,148104,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148105,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148106,acyc_0300-15.txt,300,4478,700,0,,0
h3,148107,acyc_0300-15.txt,300,4478,800,0,,0
h3,148108,acyc_0300-15.txt,300,4478,800,0,,0
h3,148109,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148110,acyc_0300-15.txt,300,4478,700,0,,0
h3,148111,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148112,acyc_0300-15.txt,300,4478,900,0,,0
h3,148113,acyc_0300-15.txt,300,4478,800,0,,0
h3,148114,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148115,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148116,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148117,acyc_0300-15.txt,300,4478,600,0,,0
h3,148118,acyc_0300-15.txt,300,4478,900,0,,0
h3,148119,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148120,acyc_0300-15.txt,300,4478,900,0,,0
h3,148121,acyc_0300-15.txt,300,4478,900,0,,0
h3,148122,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148123,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148124,acyc_0300-15.txt,300,4478,700,0,,0
h3,148125,acyc_0300-15.txt,300,4478,900,0,,0
h3,148126,acyc_0300-15.txt,300,4478,800,0,,0
h3,148127,acyc_0300-15.txt,300,4478,1200,0,,0
h3,148128,acyc_0300-15.txt,300,4478,800,0,,0
h3,148129,acyc_0300-15.txt,300,4478,800,0,,0
h3,148130,acyc_0300-15.txt,300,4478,700,0,,0
h3,148131,acyc_0300-15.txt,300,4478,900,0,,0
h3,148132,acyc_0300-15.txt,300,4478,800,0,,0
h3,148133,acyc_0300-15.txt,300,4478,700,0,,0
h3,148134,acyc_0300-15.txt,300,4478,700,0,,0
h3,148135,acyc_0300-15.txt,300,4478,800,0,,0
h3,148136,acyc_0300-15.txt,300,4478,800,0,,0
h3,148137,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148138,acyc_0300-15.txt,300,4478,1300,0,,0
h3,148139,acyc_0300-15.txt,300,4478,1500,0,,0
h3,148140,acyc_0300-15.txt,300,4478,800,0,,0
h3,148141,acyc_0300-15.txt,300,4478,800,0,,0
h3,148142,acyc_0300-15.txt,300,4478,800,0,,0
h3,148143,acyc_0300-15.txt,300,4478,700,0,,0
h3,148144,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148145,acyc_0300-15.txt,300,4478,2300,0,,0
h3,148146,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148147,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148148,acyc_0300-15.txt,300,4478,1100,0,,0
h3,148149,acyc_0300-15.txt,300,4478,600,0,,0
h3,148150,acyc_0300-15.txt,300,4478,1300,0,,0
h3,148151,acyc_0300-15.txt,300,4478,700,0,,0
h3,148152,acyc_0300-15.txt,300,4478,800,0,,0
h3,148153,acyc_0300-15.txt,300,4478,1500,0,,0
h3,148154,acyc_0300-15.txt,300,4478,1000,0,,0
h3,148155,acyc_0300-15.txt,300,4478,700,0,,0
h3,148156,acyc_0300-15.txt,300,4478,900,0,,0
h3,148157,acyc_0300-15.txt,300,4478,900,0,,0
h3,148158,acyc_0300-15.txt,300,4478,800,0,,0
h3,148159,acyc_0300-15.txt,300,4478,800,0,,0
h3,148160,acyc_0300-15.txt,300,4478,1100,0,,0
h3,148161,acyc_0300-15.txt,300,4478,900,0,,0
h3,148162,acyc_0500-03.txt,500,1406,2400,0,,0
h3,148163,acyc_0500-03.txt,500,1406,1400,0,,0
h3,148164,acyc_0500-03.txt,500,1406,1500,0,,0
h3,148165,acyc_0500-03.txt,500,1406,2100,0,,0
h3,148166,acyc_0500-03.txt,500,1406,1600,0,,0
h3,148167,acyc_0500-03.txt,500,1406,1200,0,,0
h3,148168,acyc_0500-03.txt,500,1406,1200,0,,0
h3,148169,acyc_0500-03.txt,500,1406,900,0,,0
h3,148170,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148171,acyc_0500-03.txt,500,1406,700,0,,0
h3,148172,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148173,acyc_0500-03.txt,500,1406,700,0,,0
h3,148174,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148175,acyc_0500-03.txt,500,1406,800,0,,0
h3,148176,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148177,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148178,acyc_0500-03.txt,500,1406,1700,0,,0
h3,148179,acyc_0500-03.txt,500,1406,1400,0,,0
h3,148180,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148181,acyc_0500-03.txt,500,1406,800,0,,0
h3,148182,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148183,acyc_0500-03.txt,500,1406,800,0,,0
h3,148184,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148185,acyc_0500-03.txt,500,1406,900,0,,0
h3,148186,acyc_0500-03.txt,500,1406,900,0,,0
h3,148187,acyc_0500-03.txt,500,1406,900,0,,0
h3,148188,acyc_0500-03.txt,500,1406,900,0,,0
h3,148189,acyc_0500-03.txt,500,1406,1300,0,,0
h3,148190,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148191,acyc_0500-03.txt,500,1406,800,0,,0
h3,148192,acyc_0500-03.txt,500,1406,700,0,,0
h3,148193,acyc_0500-03.txt,500,1406,800,0,,0
h3,148194,acyc_0500-03.txt,500,1406,700,0,,0
h3,148195,acyc_0500-03.txt,500,1406,1300,0,,0
h3,148196,acyc_0500-03.txt,500,1406,800,0,,0
h3,148197,acyc_0500-03.txt,500,1406,900,0,,0
h3,148198,acyc_0500-03.txt,500,1406,1500,0,,0
h3,148199,acyc_0500-03.txt,500,1406,700,0,,0
h3,148200,acyc_0500-03.txt,500,1406,700,0,,0
h3,148201,acyc_0500-03.txt,500,1406,1200,0,,0
h3,148202,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148203,acyc_0500-03.txt,500,1406,500,0,,0
h3,148204,acyc_0500-03.txt,500,1406,700,0,,0
h3,148205,acyc_0500-03.txt,500,1406,600,0,,0
h3,148206,acyc_0500-03.txt,500,1406,1400,0,,0
h3,148207,acyc_0500-03.txt,500,1406,700,0,,0
h3,148208,acyc_0500-03.txt,500,1406,900,0,,0
h3,148209,acyc_0500-03.txt,500,1406,700,0,,0
h3,148210,acyc_0500-03.txt,500,1406,700,0,,0
h3,148211,acyc_0500-03.txt,500,1406,600,0,,0
h3,148212,acyc_0500-03.txt,500,1406,900,0,,0
h3,148213,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148214,acyc_0500-03.txt,500,1406,800,0,,0
h3,148215,acyc_0500-03.txt,500,1406,400,0,,0
h3,148216,acyc_0500-03.txt,500,1406,600,0,,0
h3,148217,acyc_0500-03.txt,500,1406,700,0,,0
h3,148218,acyc_0500-03.txt,500,1406,700,0,,0
h3,148219,acyc_0500-03.txt,500,1406,600,0,,0
h3,148220,acyc_0500-03.txt,500,1406,800,0,,0
h3,148221,acyc_0500-03.txt,500,1406,800,0,,0
h3,148222,acyc_0500-03.txt,500,1406,900,0,,0
h3,148223,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148224,acyc_0500-03.txt,500,1406,900,0,,0
h3,148225,acyc_0500-03.txt,500,1406,600,0,,0
h3,148226,acyc_0500-03.txt,500,1406,800,0,,0
h3,148227,acyc_0500-03.txt,500,1406,600,0,,0
h3,148228,acyc_0500-03.txt,500,1406,900,0,,0
h3,148229,acyc_0500-03.txt,500,1406,900,0,,0
h3,148230,acyc_0500-03.txt,500,1406,900,0,,0
h3,148231,acyc_0500-03.txt,500,1406,900,0,,0
h3,148232,acyc_0500-03.txt,500,1406,800,0,,0
h3,148233,acyc_0500-03.txt,500,1406,900,0,,0
h3,148234,acyc_0500-03.txt,500,1406,700,0,,0
h3,148235,acyc_0500-03.txt,500,1406,700,0,,0
h3,148236,acyc_0500-03.txt,500,1406,600,0,,0
h3,148237,acyc_0500-03.txt,500,1406,700,0,,0
h3,148238,acyc_0500-03.txt,500,1406,500,0,,0
h3,148239,acyc_0500-03.txt,500,1406,800,0,,0
h3,148240,acyc_0500-03.txt,500,1406,900,0,,0
h3,148241,acyc_0500-03.txt,500,1406,600,0,,0
h3,148242,acyc_0500-03.txt,500,1406,800,0,,0
h3,148243,acyc_0500-03.txt,500,1406,800,0,,0
h3,148244,acyc_0500-03.txt,500,1406,800,0,,0
h3,148245,acyc_0500-03.txt,500,1406,700,0,,0
h3,148246,acyc_0500-03.txt,500,1406,400,0,,0
h3,148247,acyc_0500-03.txt,500,1406,700,0,,0
h3,148248,acyc_0500-03.txt,500,1406,600,0,,0
h3,148249,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148250,acyc_0500-03.txt,500,1406,800,0,,0
h3,148251,acyc_0500-03.txt,500,1406,900,0,,0
h3,148252,acyc_0500-03.txt,500,1406,600,0,,0
h3,148253,acyc_0500-03.txt,500,1406,500,0,,0
h3,148254,acyc_0500-03.txt,500,1406,800,0,,0
h3,148255,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148256,acyc_0500-03.txt,500,1406,1300,0,,0
h3,148257,acyc_0500-03.txt,500,1406,500,0,,0
h3,148258,acyc_0500-03.txt,500,1406,700,0,,0
h3,148259,acyc_0500-03.txt,500,1406,900,0,,0
h3,148260,acyc_0500-03.txt,500,1406,1200,0,,0
h3,148261,acyc_0500-03.txt,500,1406,800,0,,0
h3,148262,acyc_0500-03.txt,500,1406,700,0,,0
h3,148263,acyc_0500-03.txt,500,1406,600,0,,0
h3,148264,acyc_0500-03.txt,500,1406,1200,0,,0
h3,148265,acyc_0500-03.txt,500,1406,900,0,,0
h3,148266,acyc_0500-03.txt,500,1406,500,0,,0
h3,148267,acyc_0500-03.txt,500,1406,500,0,,0
h3,148268,acyc_0500-03.txt,500,1406,1200,0,,0
h3,148269,acyc_0500-03.txt,500,1406,900,0,,0
h3,148270,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148271,acyc_0500-03.txt,500,1406,800,0,,0
h3,148272,acyc_0500-03.txt,500,1406,800,0,,0
h3,148273,acyc_0500-03.txt,500,1406,700,0,,0
h3,148274,acyc_0500-03.txt,500,1406,700,0,,0
h3,148275,acyc_0500-03.txt,500,1406,800,0,,0
h3,148276,acyc_0500-03.txt,500,1406,900,0,,0
h3,148277,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148278,acyc_0500-03.txt,500,1406,900,0,,0
h3,148279,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148280,acyc_0500-03.txt,500,1406,600,0,,0
h3,148281,acyc_0500-03.txt,500,1406,900,0,,0
h3,148282,acyc_0500-03.txt,500,1406,700,0,,0
h3,148283,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148284,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148285,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148286,acyc_0500-03.txt,500,1406,600,0,,0
h3,148287,acyc_0500-03.txt,500,1406,500,0,,0
h3,148288,acyc_0500-03.txt,500,1406,700,0,,0
h3,148289,acyc_0500-03.txt,500,1406,700,0,,0
h3,148290,acyc_0500-03.txt,500,1406,600,0,,0
h3,148291,acyc_0500-03.txt,500,1406,700,0,,0
h3,148292,acyc_0500-03.txt,500,1406,600,0,,0
h3,148293,acyc_0500-03.txt,500,1406,400,0,,0
h3,148294,acyc_0500-03.txt,500,1406,700,0,,0
h3,148295,acyc_0500-03.txt,500,1406,600,0,,0
h3,148296,acyc_0500-03.txt,500,1406,500,0,,0
h3,148297,acyc_0500-03.txt,500,1406,300,0,,0
h3,148298,acyc_0500-03.txt,500,1406,700,0,,0
h3,148299,acyc_0500-03.txt,500,1406,900,0,,0
h3,148300,acyc_0500-03.txt,500,1406,400,0,,0
h3,148301,acyc_0500-03.txt,500,1406,700,0,,0
h3,148302,acyc_0500-03.txt,500,1406,700,0,,0
h3,148303,acyc_0500-03.txt,500,1406,500,0,,0
h3,148304,acyc_0500-03.txt,500,1406,900,0,,0
h3,148305,acyc_0500-03.txt,500,1406,700,0,,0
h3,148306,acyc_0500-03.txt,500,1406,800,0,,0
h3,148307,acyc_0500-03.txt,500,1406,400,0,,0
h3,148308,acyc_0500-03.txt,500,1406,600,0,,0
h3,148309,acyc_0500-03.txt,500,1406,800,0,,0
h3,148310,acyc_0500-03.txt,500,1406,300,0,,0
h3,148311,acyc_0500-03.txt,500,1406,700,0,,0
h3,148312,acyc_0500-03.txt,500,1406,600,0,,0
h3,148313,acyc_0500-03.txt,500,1406,600,0,,0
h3,148314,acyc_0500-03.txt,500,1406,600,0,,0
h3,148315,acyc_0500-03.txt,500,1406,700,0,,0
h3,148316,acyc_0500-03.txt,500,1406,1400,0,,0
h3,148317,acyc_0500-03.txt,500,1406,500,0,,0
h3,148318,acyc_0500-03.txt,500,1406,700,0,,0
h3,148319,acyc_0500-03.txt,500,1406,700,0,,0
h3,148320,acyc_0500-03.txt,500,1406,600,0,,0
h3,148321,acyc_0500-03.txt,500,1406,500,0,,0
h3,148322,acyc_0500-03.txt,500,1406,500,0,,0
h3,148323,acyc_0500-03.txt,500,1406,500,0,,0
h3,148324,acyc_0500-03.txt,500,1406,600,0,,0
h3,148325,acyc_0500-03.txt,500,1406,700,0,,0
h3,148326,acyc_0500-03.txt,500,1406,500,0,,0
h3,148327,acyc_0500-03.txt,500,1406,400,0,,0
h3,148328,acyc_0500-03.txt,500,1406,900,0,,0
h3,148329,acyc_0500-03.txt,500,1406,700,0,,0
h3,148330,acyc_0500-03.txt,500,1406,800,0,,0
h3,148331,acyc_0500-03.txt,500,1406,300,0,,0
h3,148332,acyc_0500-03.txt,500,1406,700,0,,0
h3,148333,acyc_0500-03.txt,500,1406,600,0,,0
h3,148334,acyc_0500-03.txt,500,1406,800,0,,0
h3,148335,acyc_0500-03.txt,500,1406,500,0,,0
h3,148336,acyc_0500-03.txt,500,1406,400,0,,0
h3,148337,acyc_0500-03.txt,500,1406,800,0,,0
h3,148338,acyc_0500-03.txt,500,1406,600,0,,0
h3,148339,acyc_0500-03.txt,500,1406,500,0,,0
h3,148340,acyc_0500-03.txt,500,1406,500,0,,0
h3,148341,acyc_0500-03.txt,500,1406,300,0,,0
h3,148342,acyc_0500-03.txt,500,1406,300,0,,0
h3,148343,acyc_0500-03.txt,500,1406,500,0,,0
h3,148344,acyc_0500-03.txt,500,1406,1300,0,,0
h3,148345,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148346,acyc_0500-03.txt,500,1406,900,0,,0
h3,148347,acyc_0500-03.txt,500,1406,700,0,,0
h3,148348,acyc_0500-03.txt,500,1406,700,0,,0
h3,148349,acyc_0500-03.txt,500,1406,900,0,,0
h3,148350,acyc_0500-03.txt,500,1406,1000,0,,0
h3,148351,acyc_0500-03.txt,500,1406,600,0,,0
h3,148352,acyc_0500-03.txt,500,1406,900,0,,0
h3,148353,acyc_0500-03.txt,500,1406,500,0,,0
h3,148354,acyc_0500-03.txt,500,1406,700,0,,0
h3,148355,acyc_0500-03.txt,500,1406,500,0,,0
h3,148356,acyc_0500-03.txt,500,1406,500,0,,0
h3,148357,acyc_0500-03.txt,500,1406,600,0,,0
h3,148358,acyc_0500-03.txt,500,1406,1100,0,,0
h3,148359,acyc_0500-03.txt,500,1406,400,0,,0
h3,148360,acyc_0500-03.txt,500,1406,800,0,,0
h3,148361,acyc_0500-03.txt,500,1406,700,0,,0
h3,148362,acyc_0500-03.txt,500,1406,500,0,,0
h3,148363,acyc_0500-03.txt,500,1406,900,0,,0
h3,148364,acyc_0500-03.txt,500,1406,700,0,,0
h3,148365,acyc_0500-03.txt,500,1406,600,0,,0
h3,148366,acyc_0500-03.txt,500,1406,600,0,,0
h3,148367,acyc_0500-03.txt,500,1406,600,0,,0
h3,148368,acyc_0500-03.txt,500,1406,400,0,,0
h3,148369,acyc_0500-03.txt,500,1406,700,0,,0
h3,148370,acyc_0500-03.txt,500,1406,800,0,,0
h3,148371,acyc_0500-03.txt,500,1406,500,0,,0
h3,148372,acyc_0500-03.txt,500,1406,3300,0,,0
h3,148373,acyc_0500-03.txt,500,1406,1500,0,,0
